"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000095002",351.109318711169,-0.475429424858911,0.100210046136844,-4.74432896887084,2.09198642522281e-06,6.48405803048028e-06,"MSH2","4436","mutS homolog 2"
"ENSG00000138650",216.203560329829,-0.605082119522363,0.127555599329182,-4.74367352514907,2.09876999066098e-06,6.50371575322993e-06,"PCDH10","57575","protocadherin 10"
"ENSG00000115268",3347.1825616755,-0.217708241051151,0.0459062289382144,-4.74245535054004,2.11143374494777e-06,6.54158304247221e-06,"RPS15","6209","ribosomal protein S15"
"ENSG00000111328",2922.25976104964,0.222009200311172,0.0468256392892542,4.74118888030044,2.12467736387547e-06,6.58123055670379e-06,"CDK2AP1","8099","cyclin dependent kinase 2 associated protein 1"
"ENSG00000141510",796.303459621212,-0.335083507248898,0.0707047128490633,-4.73919621120896,2.14567657904235e-06,6.64487947508429e-06,"TP53","7157","tumor protein p53"
"ENSG00000114933",220.187960661006,0.622296297120129,0.131310844014618,4.7391081962039,2.14660868334332e-06,6.64636949057014e-06,"INO80D","54891","INO80 complex subunit D"
"ENSG00000157823",276.689981198467,0.54939733095635,0.115950966317872,4.73818673878243,2.15639055992495e-06,6.67525395340768e-06,"AP3S2","10239","adaptor related protein complex 3 subunit sigma 2"
"ENSG00000115159",737.186689974721,-0.343014750411322,0.072447080969899,-4.7346938733645,2.19385975573874e-06,6.78981627049088e-06,"GPD2","2820","glycerol-3-phosphate dehydrogenase 2"
"ENSG00000087111",1552.32867330444,0.280881729452224,0.0593416743416192,4.73329633126357,2.20902613647925e-06,6.83531958837522e-06,"PIGS","94005","phosphatidylinositol glycan anchor biosynthesis class S"
"ENSG00000166965",95.2768184835116,-0.895253127468451,0.189209091052449,-4.73155450665045,2.22806971442643e-06,6.89279837347118e-06,"RCCD1","91433","RCC1 domain containing 1"
"ENSG00000152944",333.839206257549,-0.501394183598183,0.105972738387301,-4.73135064006486,2.23030889061246e-06,6.89827752987334e-06,"MED21","9412","mediator complex subunit 21"
"ENSG00000107331",1189.98832695114,0.291336099466321,0.0616119535559252,4.72856455041432,2.26112740867773e-06,6.99213087475711e-06,"ABCA2","20","ATP binding cassette subfamily A member 2"
"ENSG00000112658",1312.57244559878,-0.275947002832216,0.0583712828569551,-4.72744454680658,2.27363128525099e-06,7.02932198070674e-06,"SRF","6722","serum response factor"
"ENSG00000000457",84.5774256485737,-0.945716212391564,0.20006140259256,-4.72712977184103,2.27715741210314e-06,7.0387470510856e-06,"SCYL3","57147","SCY1 like pseudokinase 3"
"ENSG00000118855",1500.8809312046,0.272271661033731,0.0576208732342073,4.72522622014159,2.29859326005538e-06,7.1035159292716e-06,"MFSD1","64747","major facilitator superfamily domain containing 1"
"ENSG00000146833",396.193967782325,-0.456235715780693,0.0965848327406067,-4.7236786857206,2.31616266108483e-06,7.15631138345245e-06,"TRIM4","89122","tripartite motif containing 4"
"ENSG00000198937",123.936486730149,-0.784289996605681,0.1660856528233,-4.72220196792131,2.33304824774587e-06,7.20697234862264e-06,"CCDC167","154467","coiled-coil domain containing 167"
"ENSG00000145348",396.871897312286,0.450426792037909,0.0953989379396189,4.72150740632982,2.34103104875994e-06,7.2301164284627e-06,"TBCK","93627","TBC1 domain containing kinase"
"ENSG00000101493",943.703688255571,0.333072189875218,0.0705631176795783,4.7202022930403,2.35610209309313e-06,7.27513778504222e-06,"ZNF516","9658","zinc finger protein 516"
"ENSG00000141934",73.0669428521327,1.00783630712709,0.213527044349068,4.71994688166765,2.35906238357846e-06,7.28275270405936e-06,"PLPP2","8612","phospholipid phosphatase 2"
"ENSG00000239789",47.4910880005213,-1.30979539018608,0.277537409374998,-4.71934717966733,2.36602714298771e-06,7.30272419546657e-06,"MRPS17","51373","mitochondrial ribosomal protein S17"
"ENSG00000131507",1538.72739828515,0.266238247998723,0.0564223615086481,4.71866545248936,2.37396849530752e-06,7.32570093882795e-06,"NDFIP1","80762","Nedd4 family interacting protein 1"
"ENSG00000133121",1170.52998183093,0.298839594821453,0.0633512852062556,4.71718282981171,2.39132781726273e-06,7.37772438158217e-06,"STARD13","90627","StAR related lipid transfer domain containing 13"
"ENSG00000078747",1581.86201973631,0.262280859334172,0.055606145872808,4.71676026484746,2.39629770370783e-06,7.39151016267182e-06,"ITCH","83737","itchy E3 ubiquitin protein ligase"
"ENSG00000100528",1823.08564717627,0.262780755488932,0.0557233454366407,4.71581082273179,2.40750051353654e-06,7.42451194151528e-06,"CNIH1","10175","cornichon family AMPA receptor auxiliary protein 1"
"ENSG00000120539",178.438941943266,-0.655367976890731,0.139003192247883,-4.7147692530832,2.41984820287148e-06,7.46102987738908e-06,"MASTL","84930","microtubule associated serine/threonine kinase like"
"ENSG00000175970",746.994991776289,-0.357532196985278,0.0758537831039695,-4.71343922946102,2.43570388728183e-06,7.50834634820323e-06,"UNC119B","84747","unc-119 lipid binding chaperone B"
"ENSG00000145730",3067.44456262729,-0.229199070643488,0.0486313007646563,-4.71299486214983,2.44102354061519e-06,7.52317125503695e-06,"PAM","5066","peptidylglycine alpha-amidating monooxygenase"
"ENSG00000197283",344.600295024633,0.476052208616946,0.101057277757688,4.7107167259978,2.4684714199516e-06,7.60617432307061e-06,"SYNGAP1","8831","synaptic Ras GTPase activating protein 1"
"ENSG00000204178",584.627772269159,0.372305729013395,0.079049917644967,4.70975479930939,2.48014983784121e-06,7.64056193773071e-06,"MACO1","55219","macoilin 1"
"ENSG00000106263",3877.21323657439,-0.203700553159271,0.0432622692907303,-4.7085036568555,2.49541889908374e-06,7.68599451090829e-06,"EIF3B","8662","eukaryotic translation initiation factor 3 subunit B"
"ENSG00000088247",3077.85861165185,-0.21892132262453,0.0464977149758774,-4.70821679598889,2.49893247149522e-06,7.69520826679829e-06,"KHSRP","8570","KH-type splicing regulatory protein"
"ENSG00000138686",343.494137451569,-0.490439797246721,0.10425306237789,-4.70432029582983,2.54713104987367e-06,7.84199235701652e-06,"BBS7","55212","Bardet-Biedl syndrome 7"
"ENSG00000204438",269.655041668455,0.556546538997055,0.118328188689014,4.7034146737406,2.55846046089905e-06,7.87522770942568e-06,"GPANK1","7918","G-patch domain and ankyrin repeats 1"
"ENSG00000120278",28.2967657330311,1.69458240378524,0.360306544614412,4.70316853555553,2.56154802087325e-06,7.88308513920025e-06,"PLEKHG1","57480","pleckstrin homology and RhoGEF domain containing G1"
"ENSG00000168701",475.309705377938,0.411431018096673,0.0874948619386386,4.70234490323803,2.57190570172713e-06,7.91330819040804e-06,"TMEM208","29100","transmembrane protein 208"
"ENSG00000164885",244.556931108582,-0.551900321808466,0.117380102618966,-4.70182176957215,2.5785052903849e-06,7.931958040011e-06,"CDK5","1020","cyclin dependent kinase 5"
"ENSG00000135387",7618.14203237923,0.191442030527952,0.040720488070133,4.7013687605667,2.58423335146717e-06,7.94791968571016e-06,"CAPRIN1","4076","cell cycle associated protein 1"
"ENSG00000226887",11.9943138057467,3.40217383826375,0.723670973981211,4.70127165602207,2.58546277607572e-06,7.9500418096816e-06,"ERVMER34-1","100288413","endogenous retrovirus group MER34 member 1, envelope"
"ENSG00000215252",79.4738090700349,1.01694371146551,0.216351965457607,4.7004135567457,2.59635145662749e-06,7.98185810758779e-06,"GOLGA8B","440270","golgin A8 family member B"
"ENSG00000178567",749.824524027557,0.346211206780559,0.0737217383119733,4.69618886786789,2.65060473146344e-06,8.14694734771807e-06,"EPM2AIP1","9852","EPM2A interacting protein 1"
"ENSG00000140612",1746.49582062544,-0.25352844889342,0.0540299722887355,-4.69236681334143,2.70062347966703e-06,8.29895513830958e-06,"SEC11A","23478","SEC11 homolog A, signal peptidase complex subunit"
"ENSG00000186806",44.5863080179187,1.3625270352535,0.290476161910424,4.69066730396166,2.72315454835497e-06,8.36644814126653e-06,"VSIG10L","147645","V-set and immunoglobulin domain containing 10 like"
"ENSG00000082269",173.991947810192,0.668627754150844,0.142567899084957,4.68988992923577,2.73352053790047e-06,8.39654557890311e-06,"FAM135A","57579","family with sequence similarity 135 member A"
"ENSG00000163155",149.237238830209,0.702232568188446,0.149752617229308,4.68928410855854,2.74162516441764e-06,8.4196856997681e-06,"LYSMD1","388695","LysM domain containing 1"
"ENSG00000165626",84.4005495357677,-0.956469577425951,0.203977106185955,-4.68910259249383,2.74405795984163e-06,8.42540129419708e-06,"BEND7","222389","BEN domain containing 7"
"ENSG00000004534",858.833733956905,0.326455984390366,0.0696557575239061,4.68670496158663,2.77638759950715e-06,8.52289115632917e-06,"RBM6","10180","RNA binding motif protein 6"
"ENSG00000105186",448.900863983809,-0.422203317884311,0.090123679292301,-4.68471018049503,2.80356346482437e-06,8.60452277063338e-06,"ANKRD27","84079","ankyrin repeat domain 27"
"ENSG00000198886",99858.9116536701,0.185282912860324,0.0395578988456918,4.68384111054732,2.81548288524469e-06,8.63930600931422e-06,"ND4","4538","NADH dehydrogenase, subunit 4 (complex I)"
"ENSG00000102554",123.111740801249,-0.767523785088543,0.163869306815633,-4.68375560990242,2.81665816277032e-06,8.64111323957307e-06,"KLF5","688","Kruppel like factor 5"
"ENSG00000126012",3043.91948733405,0.213706490156872,0.0456280257301035,4.68366725794749,2.81787312848807e-06,8.64304145008473e-06,"KDM5C","8242","lysine demethylase 5C"
"ENSG00000109511",12.898715568313,3.21938954285994,0.687544763433891,4.68244354997475,2.83475266657499e-06,8.69300557635918e-06,"ANXA10","11199","annexin A10"
"ENSG00000198960",194.333950627107,-0.621139042456473,0.132694061732981,-4.68098597890828,2.85498467420437e-06,8.7532274034583e-06,"ARMCX6","54470","armadillo repeat containing X-linked 6"
"ENSG00000188846",6679.28087429271,-0.179583900854109,0.0383698949915519,-4.68033339402282,2.8640878011099e-06,8.77931073476658e-06,"RPL14","9045","ribosomal protein L14"
"ENSG00000158042",828.421002813774,-0.319574513370514,0.0683299952655533,-4.67692866256671,2.91203503990812e-06,8.92442761866623e-06,"MRPL17","63875","mitochondrial ribosomal protein L17"
"ENSG00000137936",746.590334072309,-0.373726897069762,0.0799164613393562,-4.67646953839426,2.91855930014495e-06,8.94256277869778e-06,"BCAR3","8412","BCAR3, NSP family adaptor protein"
"ENSG00000163320",1559.43247198266,0.27067115405062,0.057936406581652,4.6718664484162,2.98475014828994e-06,9.14347280929061e-06,"CGGBP1","8545","CGG triplet repeat binding protein 1"
"ENSG00000076351",55.0041067798012,-1.17591866955873,0.251766029559645,-4.6706804393567,3.00203648788965e-06,9.19451657492053e-06,"SLC46A1","113235","solute carrier family 46 member 1"
"ENSG00000159335",4749.91652053098,-0.205137365121941,0.0439235509553773,-4.67032743619347,3.00720010609263e-06,9.20841786070917e-06,"PTMS","5763","parathymosin"
"ENSG00000197363",107.133955025944,0.841335932458787,0.180261058327785,4.66731938813379,3.0515478750746e-06,9.34227515223295e-06,"ZNF517","340385","zinc finger protein 517"
"ENSG00000152102",3540.13881495748,0.20654258960061,0.0442562713948356,4.66696771081153,3.05677344377855e-06,9.35632959800796e-06,"FAM168B","130074","family with sequence similarity 168 member B"
"ENSG00000152056",48.7644746950865,-1.21770755711752,0.26094058999358,-4.66660843047639,3.06212084960751e-06,9.37075105513195e-06,"AP1S3","130340","adaptor related protein complex 1 subunit sigma 3"
"ENSG00000074201",864.739246497643,0.317442712254381,0.0680275634687479,4.66638368431665,3.06547045595134e-06,9.37905409587104e-06,"CLNS1A","1207","chloride nucleotide-sensitive channel 1A"
"ENSG00000100300",1763.98013810273,-0.265056445734531,0.0568248604735992,-4.66444516582097,3.09450831889949e-06,9.46465287657269e-06,"TSPO","706","translocator protein"
"ENSG00000165506",183.931619474554,0.641734569640359,0.137580482385973,4.66443029208181,3.09473213544604e-06,9.46465287657269e-06,"DNAAF2","55172","dynein axonemal assembly factor 2"
"ENSG00000039650",337.635186140529,0.481840369687815,0.103311014502519,4.66397868618421,3.10153519357554e-06,9.48349080558429e-06,"PNKP","11284","polynucleotide kinase 3'-phosphatase"
"ENSG00000103995",104.337286692593,-0.876343205647737,0.187898021056996,-4.66392993772888,3.10227040477689e-06,9.48377125608833e-06,"CEP152","22995","centrosomal protein 152"
"ENSG00000007080",695.78062800151,-0.356237583204775,0.0764105725459776,-4.66215042415002,3.12922328419168e-06,9.56418348453277e-06,"CCDC124","115098","coiled-coil domain containing 124"
"ENSG00000148090",169.211944162274,0.670777921661383,0.143896036313892,4.66154550774533,3.1384365215026e-06,9.59035402320244e-06,"AUH","549","AU RNA binding methylglutaconyl-CoA hydratase"
"ENSG00000257704",210.408067674346,0.583404409787089,0.125156637021073,4.66139410320571,3.14074657087412e-06,9.59542349949064e-06,"INAFM1","255783","InaF motif containing 1"
"ENSG00000105676",549.850506713579,-0.381080163151275,0.0817696940434867,-4.66040832864813,3.15582691795305e-06,9.63949784803981e-06,"ARMC6","93436","armadillo repeat containing 6"
"ENSG00000105968",1282.67206964189,-0.283725212714405,0.0608813984096944,-4.6602939506269,3.15758115933716e-06,9.64285767225675e-06,"H2AFV","94239","H2A histone family member V"
"ENSG00000116833",15.902660471549,2.56328056527686,0.550119330514991,4.6594991724382,3.16979670722314e-06,9.6781570066407e-06,"NR5A2","2494","nuclear receptor subfamily 5 group A member 2"
"ENSG00000099999",311.164747887995,0.496350552721999,0.106572271024338,4.65740804762101,3.20215369716261e-06,9.77492568118942e-06,"RNF215","200312","ring finger protein 215"
"ENSG00000161057",1728.09955672961,-0.261646513053078,0.0561983246645211,-4.65577069450008,3.227710159605e-06,9.85089921976776e-06,"PSMC2","5701","proteasome 26S subunit, ATPase 2"
"ENSG00000001461",2173.40010971545,-0.247255316882538,0.0531204510268986,-4.65461629377611,3.24584597029487e-06,9.90419832509436e-06,"NIPAL3","57185","NIPA like domain containing 3"
"ENSG00000132780",949.004704268253,-0.316401521102551,0.0679984032499437,-4.65307280730615,3.27024712621025e-06,9.97658914222452e-06,"NASP","4678","nuclear autoantigenic sperm protein"
"ENSG00000197016",167.546310764758,0.697293847186499,0.149874327903842,4.65252359719587,3.27897201492481e-06,1.00011360836014e-05,"ZNF470","388566","zinc finger protein 470"
"ENSG00000205808",115.228459080209,-0.790448623442961,0.16997966045295,-4.65025416180164,3.31526213227901e-06,1.01097316998816e-05,"PLPP6","403313","phospholipid phosphatase 6"
"ENSG00000203727",109.957685923819,0.818432804754197,0.176009308170278,4.64994046770762,3.32030855581011e-06,1.01230259610115e-05,"SAMD5","389432","sterile alpha motif domain containing 5"
"ENSG00000162490",12.974640930305,3.04770708206717,0.655648990796237,4.64838217529467,3.34548632446871e-06,1.01976788934891e-05,"DRAXIN","374946","dorsal inhibitory axon guidance protein"
"ENSG00000171476",11.8032425178762,-3.08512997566876,0.66393100196157,-4.64676294156141,3.37184267218542e-06,1.02758927424873e-05,"HOPX","84525","HOP homeobox"
"ENSG00000144711",592.927009043028,-0.378041566903143,0.0813583261870178,-4.64662419472767,3.37411030010825e-06,1.02806776107081e-05,"IQSEC1","9922","IQ motif and Sec7 domain 1"
"ENSG00000181915",538.804021516551,0.41679892069522,0.08972477521749,4.64530470747809,3.39574873381928e-06,1.03444697889683e-05,"ADO","84890","2-aminoethanethiol dioxygenase"
"ENSG00000253304",70.7784103100911,-1.03461936701077,0.22279762223364,-4.64376305562992,3.42119905147079e-06,1.04198453441985e-05,"TMEM200B","399474","transmembrane protein 200B"
"ENSG00000135457",491.5667070963,-0.405216118971466,0.0872618837598686,-4.64367833367612,3.42260297066557e-06,1.04219674755515e-05,"TFCP2","7024","transcription factor CP2"
"ENSG00000108848",1154.64737549812,0.290968487105503,0.062671648776494,4.64274504957072,3.4381049377998e-06,1.04670090008869e-05,"LUC7L3","51747","LUC7 like 3 pre-mRNA splicing factor"
"ENSG00000237190",220.884345351742,-0.578175197736889,0.124616534853841,-4.63963468744347,3.49025602070704e-06,1.06235838978068e-05,"CDKN2AIPNL","91368","CDKN2A interacting protein N-terminal like"
"ENSG00000163788",371.211900388101,0.448990679779964,0.096774229121675,4.63956865226427,3.49137140580084e-06,1.0624784591925e-05,"SNRK","54861","SNF related kinase"
"ENSG00000124214",2440.27621271796,0.244829801998992,0.0527721358245953,4.63937640903451,3.49462048836514e-06,1.06324766221151e-05,"STAU1","6780","staufen double-stranded RNA binding protein 1"
"ENSG00000137198",90.8069375641053,-0.885792049789329,0.190943528773415,-4.63902628949767,3.50054527148216e-06,1.06483046875344e-05,"GMPR","2766","guanosine monophosphate reductase"
"ENSG00000182263",67.3170596160753,-1.04620438340742,0.225544984098925,-4.63856195954486,3.50841760125325e-06,1.0670049237984e-05,"FIGN","55137","fidgetin, microtubule severing factor"
"ENSG00000169255",163.179942966875,0.686341747464631,0.148038498623881,4.63623823427451,3.54807016507219e-06,1.07884171844097e-05,"B3GALNT1","8706","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
